,animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
15,396885,AAAJG1140309002,3,60,新北市三芝區公立動物之家,貓,混種貓                 ,M,MEDIUM,黃色,ADULT,T,F,,,OPEN,,,2025-03-09,2999-12-31,,2025/03/09,新北市三芝區公立動物之家,https://www.pet.gov.tw/upload/pic/1741504556085.png,,,新北市三芝區青山路(龍巖人本旁),02-26365436
16,396884,AAAJG1140309001,3,60,新北市三芝區公立動物之家,狗,混種犬          ,M,MEDIUM,黃色,ADULT,N,F,,,OPEN,,,2025-03-09,2999-12-31,,2025/03/09,新北市三芝區公立動物之家,https://www.pet.gov.tw/upload/pic/1741504434260.png,,,新北市三芝區青山路(龍巖人本旁),02-26365436
17,396859,VAAAG114030801,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黃白色,ADULT,T,F,,,OPEN,,,2025-03-08,2999-12-31,2025/03/09,2025/03/08,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1741422561365.png,,2025/03/09,臺北市內湖區安美街191號,02-87913254
18,396881,VAAAG114030905,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,黑色,ADULT,T,F,永倫里延平北路六段３９２巷(原拾獲地：社子國小),,OPEN,右剪耳，114.3.18 開放認養,,2025-03-18,2999-12-31,2025/03/09,2025/03/09,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1741503394768.png,,2025/03/09,臺北市內湖區安美街191號,02-87913254
19,396879,VAAAG114030903,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,T,F,建民里明德路,,OPEN,消瘦，脫水，114.3.18 開放認養,,2025-03-18,2999-12-31,2025/03/09,2025/03/09,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1741503090650.png,,2025/03/09,臺北市內湖區安美街191號,02-87913254
20,396876,VAAAG114030908,2,49,臺北市動物之家,狗,柴犬                  ,M,MEDIUM,黃白色,ADULT,T,F,,,OPEN,,,2025-03-09,2999-12-31,2025/03/09,2025/03/09,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1741503059442.png,,2025/03/09,臺北市內湖區安美街191號,02-87913254
21,351870,OAAAG1130327004,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,F,MEDIUM,黑棕色,CHILD,T,F,嘉里二街28巷1號,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2024-06-21,2999-12-31,2025/03/09,2024/03/27,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1723800148154.png,,2025/03/09,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
22,385192,OAAAG1131204010,19,79,花蓮縣狗貓躍動園區,狗,混種犬          ,M,MEDIUM,棕色,CHILD,T,F,和平街77號,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2025-01-04,2999-12-31,2025/03/09,2024/12/04,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1733294864744.png,,2025/03/09,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
23,387949,PAAAG1131225013,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,BIG,黑黃色,ADULT,T,F,雞母塢民宿附近,,OPEN,,,2025-01-08,2999-12-31,2025/03/09,2024/12/25,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1735183025079.png,,2025/03/09,澎湖縣馬公市烏崁里260、261號,06-9213559
24,391951,PAAAG1140124023,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,BIG,三花色,ADULT,T,F,石泉國小電塔前,,OPEN,,,2025-02-12,2999-12-31,2025/03/09,2025/01/24,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1738564192582.png,,2025/03/09,澎湖縣馬公市烏崁里260、261號,06-9213559
25,371761,PAAAG1130828014,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,BIG,虎斑色,ADULT,T,F,海軍馬公基地,,OPEN,,,2024-09-11,2999-12-31,2025/03/09,2024/08/28,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1724835022901.png,,2025/03/09,澎湖縣馬公市烏崁里260、261號,06-9213559
26,371763,PAAAG1130828015,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,海軍馬公基地,,OPEN,,,2024-09-11,2999-12-31,2025/03/09,2024/08/28,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1724835044364.png,,2025/03/09,澎湖縣馬公市烏崁里260、261號,06-9213559
27,396875,AAAHG1140309001,3,58,新北市五股區公立動物之家,狗,貴賓犬        ,M,SMALL,咖啡色,ADULT,T,F,凌雲路三段,,OPEN,,,2025-03-22,2999-12-31,2025/03/09,2025/03/09,新北市五股區公立動物之家,https://www.pet.gov.tw/upload/pic/1741491880790.png,,2025/03/09,新北市五股區外寮路9-9號,02-82925265
28,395708,CAAAG1140227003,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,MEDIUM,黑色,CHILD,F,F,新北市新莊區公園一路,,OPEN,,,2025-03-09,2999-12-31,2025/03/09,2025/02/27,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1740638278698.png,,2025/03/09,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
29,378117,CAAAG1131016002,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,MEDIUM,黑色,ADULT,F,F,福德一路,,OPEN,,,2025-03-09,2999-12-31,2025/03/09,2024/10/16,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1729063404234.png,,2025/03/09,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
30,393113,PAAAG1140211006,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,BIG,黃色,ADULT,N,F,,,OPEN,,,2025-02-26,2999-12-31,2025/02/25,2025/02/11,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1741489683580.png,,2025/02/25,澎湖縣馬公市烏崁里260、261號,06-9213559
31,396870,LAAAG1140308A1,17,75,高雄市壽山動物保護教育園區,狗,混種犬          ,M,BIG,黃色,ADULT,T,F,仁雄路,,OPEN,協尋飼主  暫不開放,,,2999-12-31,2025/03/09,2025/03/08,高雄市壽山動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741484275001.png,,2025/03/09,高雄市鼓山區萬壽路350號,07-5519059
32,373475,PAAAG1130909014,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,F,MEDIUM,黃色,CHILD,T,F,許進洽羊舍路上,,OPEN,,,2024-09-25,2999-12-31,2025/03/09,2024/09/09,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1725952409446.png,,2025/03/09,澎湖縣馬公市烏崁里260、261號,06-9213559
33,395638,PAAAG1140227017,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,MEDIUM,黑白色,CHILD,F,F,案山大廟,,OPEN,,,2025-03-12,2999-12-31,2025/03/09,2025/02/27,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1740626829463.png,,2025/03/09,澎湖縣馬公市烏崁里260、261號,06-9213559
34,390769,FAABG11401106001,10,68,臺中市動物之家后里園區,貓,混種貓                 ,F,SMALL,黃白色,ADULT,T,F,,,OPEN,,,2025-03-10,2999-12-31,2025/03/09,2025/01/10,臺中市動物之家后里園區,https://www.pet.gov.tw/upload/pic/1741484499297.png,,2025/03/09,臺中市后里區堤防路370號,04-25588024
35,396871,LAAAG1140308W8-1,17,75,高雄市壽山動物保護教育園區,狗,西施犬              ,M,SMALL,花色,ADULT,N,F,河北一路,,OPEN,協尋飼主  暫不開放,,,2999-12-31,2025/03/09,2025/03/08,高雄市壽山動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741484349009.png,,2025/03/09,高雄市鼓山區萬壽路350號,07-5519059
36,396694,W140306-12,16,73,臺南市動物之家灣裡站,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,東橋里自強139巷36號,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741426391984.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
37,396696,W140306-14,16,73,臺南市動物之家灣裡站,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,東橋里自強139巷36號,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741313871389.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
38,396689,W140306-08,16,73,臺南市動物之家灣裡站,狗,混種犬          ,M,SMALL,米色,CHILD,T,F,武東里歸仁大道與歸仁一路口,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741426206727.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
39,396692,W140306-10,16,73,臺南市動物之家灣裡站,狗,混種犬          ,M,SMALL,黃色,CHILD,T,F,埔園里埔園47號旁空地果園,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741426116323.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
40,396697,W140306-15,16,73,臺南市動物之家灣裡站,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,東橋里自強139巷36號,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741426019503.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
41,396695,W140306-13,16,73,臺南市動物之家灣裡站,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,東橋里自強139巷36號,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741425922990.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
42,396659,W140306-03,16,73,臺南市動物之家灣裡站,狗,混種犬          ,M,SMALL,黑黃色,CHILD,T,F,西埔里大埔路二段250巷110弄方元帥廟,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741425763938.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
43,396658,W140306-02,16,73,臺南市動物之家灣裡站,狗,混種犬          ,F,SMALL,黑黃色,CHILD,T,F,西埔里大埔路二段250巷110弄方元帥廟,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741425652936.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
44,396676,W140306-05,16,73,臺南市動物之家灣裡站,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,篤加里篤加119號附近,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741425561057.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
45,396678,W140306-06,16,73,臺南市動物之家灣裡站,狗,混種犬          ,M,SMALL,黑色,CHILD,T,F,篤加里篤加119號附近,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741425382587.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
46,396660,W140306-04,16,73,臺南市動物之家灣裡站,狗,混種犬          ,F,SMALL,黑虎斑色,CHILD,T,F,西埔里大埔路二段250巷110弄方元帥廟,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741425263929.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
47,396688,W140306-07,16,73,臺南市動物之家灣裡站,狗,混種犬          ,F,SMALL,黑白色,CHILD,T,F,武東里歸仁大道與歸仁一路口,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/06,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741425147358.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
48,239456,111011402,2,49,臺北市動物之家,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,金貿一路上環東大道往西的方向 外側車道上,,OPEN,藍項圈,,2022-01-24,2999-12-31,2025/03/08,2022/01/14,臺北市動物之家,https://www.pet.gov.tw/upload/pic/08e315d3-10f3-4ecf-b318-3a604558d163.jpg,,2025/03/08,臺北市內湖區安美街191號,02-87913254
49,396854,NAAAG1140308002,20,80,臺東縣動物收容中心,狗,混種犬          ,F,SMALL,黃色,CHILD,N,F,活水湖,,OPEN,,,2025-03-08,2999-12-31,2025/03/08,2025/03/08,臺東縣動物收容中心,https://www.pet.gov.tw/upload/pic/1741417975577.png,,2025/03/08,臺東縣臺東市中華路4段999巷600號,089-362011
50,378346,VAAAG113101807,2,49,臺北市動物之家,貓,混種貓                 ,F,MEDIUM,三花色,ADULT,T,F,舊莊里舊莊街二段,,OPEN,左前肢截肢，右剪耳。113.10.26 開放認養,,2024-10-26,2999-12-31,2025/03/08,2024/10/18,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1729235579288.png,,2025/03/08,臺北市內湖區安美街191號,02-87913254
51,370226,GAAAG1130815002,11,69,彰化縣流浪狗中途之家,狗,混種犬          ,M,BIG,黑白色,ADULT,T,F,石牌路2段118號,,OPEN,113年8月22日早上10點開放現場認養，不接受線上預約,,2024-08-22,2999-12-31,2025/03/08,2024/08/15,彰化縣流浪狗中途之家,https://www.pet.gov.tw/upload/pic/1723701877591.png,,2025/03/08,彰化縣員林市大峰里阿寶巷426號(大門入口請由彰化縣芬園鄉大彰路一段875巷進入走到底),04-8590638
52,31610,106070703,2,49,臺北市動物之家,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,菁山路101巷,,OPEN,友善，可碰，吠叫這是咖哩，年輕的小鮮肉，力氣大，喜歡散步，對人友善，想要一隻有活力的狗狗，選牠就對了!(所內絕育),,2017-10-09,2999-12-31,2025/03/08,2017/07/07,臺北市動物之家,https://www.pet.gov.tw/upload/pic/4a7abfb8-b975-4467-aaef-79c5ad9dcbfe.jpg,,2025/03/08,臺北市內湖區安美街191號,02-87913254
53,386594,VAAAG113121404,2,49,臺北市動物之家,貓,混種貓                 ,F,SMALL,黃白色,CHILD,N,F,南港路三段,,OPEN,,,2024-12-14,2999-12-31,2025/03/08,2024/12/14,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1734148034227.png,,2025/03/08,臺北市內湖區安美街191號,02-87913254
54,396856,EAAAG1140308006,9,96,苗栗縣動物保護教育園區,貓,混種貓                 ,M,BIG,虎斑白色,ADULT,T,F,通霄鎮平元里,,OPEN,,,2025-03-11,2999-12-31,2025/03/08,2025/03/08,苗栗縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741418367063.png,,2025/03/08,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https:／／goo.gl/maps/Bd4sckpEPsrof7Qb8),037-558228
55,396853,NAAAG1140308001,20,80,臺東縣動物收容中心,狗,混種犬          ,F,SMALL,黃色,CHILD,N,F,台東市吉林路一段10號(活水湖北側),,OPEN,,,2025-03-08,2999-12-31,,2025/03/08,臺東縣動物收容中心,https://www.pet.gov.tw/upload/pic/1741417810797.png,,,臺東縣臺東市中華路4段999巷600號,089-362011
56,385456,W131205-03,16,73,臺南市動物之家灣裡站,狗,混種犬          ,M,MEDIUM,黑白色,ADULT,T,F,淵西里安中路4段290巷291弄172號,,OPEN,,,2025-03-06,2999-12-31,2025/03/08,2024/12/05,臺南市動物之家灣裡站,https://www.pet.gov.tw/upload/pic/1741230693041.png,,2025/03/08,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
57,396849,CAAAG1140308002,6,61,桃園市動物保護教育園區,狗,約克夏,M,SMALL,白色,ADULT,F,F,海湖東路２８巷,,OPEN,,,,2999-12-31,2025/03/08,2025/03/08,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741412372553.png,,2025/03/08,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
58,313455,CAAAG1120619005,6,61,桃園市動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,CHILD,F,F,瑞仁路,,OPEN,,,2023-06-19,2999-12-31,2025/03/08,2023/06/19,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1687165300250.png,,2025/03/08,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
59,386141,AAADG2024121103,3,50,新北市板橋區公立動物之家,貓,混種貓                 ,M,SMALL,黃白色,CHILD,T,F,廣權路61號,,OPEN,親人,,2024-12-11,2999-12-31,2025/03/08,2024/12/11,新北市板橋區公立動物之家,https://www.pet.gov.tw/upload/pic/1733904361524.png,,2025/03/08,新北市板橋區板城路28-1號,02-89662158
60,390531,CAAAG1140116003,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,SMALL,,CHILD,N,F,水美里民富路三段１３６號,,OPEN,,,2025-03-01,2999-12-31,2025/03/08,2025/01/16,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1737003669492.png,,2025/03/08,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
61,390529,CAAAG1140116002,6,61,桃園市動物保護教育園區,貓,混種貓                 ,F,SMALL,,CHILD,N,F,水美里民富路三段１３６號,,OPEN,,,2025-03-01,2999-12-31,2025/03/08,2025/01/16,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1737003606313.png,,2025/03/08,桃園市新屋區永興里3鄰藻礁路1668號,03-4861760
62,394666,VAAAG114022007,2,49,臺北市動物之家,貓,混種貓                 ,M,MEDIUM,黑色,CHILD,T,F,西昌街,,OPEN,fpv(-),,2025-03-03,2999-12-31,2025/03/08,2025/02/20,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1740033764359.png,,2025/03/08,臺北市內湖區安美街191號,02-87913254
63,388148,VAAAG113122703,2,49,臺北市動物之家,貓,混種貓                 ,F,SMALL,黑黃色,CHILD,T,F,九如里研究院路三段68巷,,OPEN,FPV(-),,2024-12-27,2999-12-31,2025/03/08,2024/12/27,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1735285356161.png,,2025/03/08,臺北市內湖區安美街191號,02-87913254
64,378394,DAAAG1131016007,7,63,新竹縣動物保護教育園區,狗,柴犬                  ,F,MEDIUM,黑黃色,ADULT,T,F,,,OPEN,114.3.12開放認養，[新春發柴-第二波毛孩認養活動]活動詳情請至新竹縣動物保護教育園區FB貼文查看。牙結石，約6-7歲,,2025-03-12,2999-12-31,2025/03/06,2024/10/16,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741063005051.png,,2025/03/06,新竹縣竹北市縣政五街192號,03-5519548
65,396826,HAAAG1140307741,12,70,南投縣公立動物收容所,狗,混種犬          ,F,MEDIUM,黃白色,ADULT,N,F,東閔路,,OPEN,通知飼主領回中,,,2999-12-31,2025/03/08,2025/03/07,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1741401393145.png,,2025/03/08,南投縣南投市嶺興路36-1號,049-2225440
66,396794,1140385,5,78,宜蘭縣流浪動物中途之家,狗,混種犬          ,F,SMALL,黑色,CHILD,N,F,玉尊路,,OPEN,,,2025-03-07,2999-12-31,2025/03/08,2025/03/07,宜蘭縣流浪動物中途之家,https://www.pet.gov.tw/upload/pic/1741401295586.png,,2025/03/08,宜蘭縣五結鄉成興村利寶路60號,039602350分機620
67,359581,OAAAG1130527007,19,79,花蓮縣狗貓躍動園區,貓,混種貓                 ,M,SMALL,虎斑白色,CHILD,T,F,富田三街25號,,OPEN,認養動物需現場互動評估，欲認養請先來電預約，恕不作保留。,,2024-07-31,2999-12-31,2025/03/08,2024/05/27,花蓮縣狗貓躍動園區,https://www.pet.gov.tw/upload/pic/1723874471069.png,,2025/03/08,花蓮縣鳳林鎮林榮里永豐路255號,038-421452
68,396814,DAAAG1140303005,7,63,新竹縣動物保護教育園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,,,OPEN,左後肢外傷治療中,,2025-03-03,2999-12-31,2025/03/08,2025/03/03,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741395832835.png,,2025/03/08,新竹縣竹北市縣政五街192號,03-5519548
69,396812,DAAAG1140228001,7,63,新竹縣動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑黃色,ADULT,F,F,,,OPEN,左耳外傷治療中,,2025-02-28,2999-12-31,2025/03/08,2025/02/28,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741395217997.png,,2025/03/08,新竹縣竹北市縣政五街192號,03-5519548
70,396811,DAAAG1140227004,7,63,新竹縣動物保護教育園區,貓,混種貓                 ,F,SMALL,虎斑色,CHILD,F,F,,,OPEN,入所時鼻氣管炎治療中,,2025-02-27,2999-12-31,2025/03/08,2025/02/27,新竹縣動物保護教育園區,https://www.pet.gov.tw/upload/pic/1741394795571.png,,2025/03/08,新竹縣竹北市縣政五街192號,03-5519548
71,396802,S140307-10,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黑色,ADULT,N,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2025-03-14,2999-12-31,2025/03/07,2025/03/07,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1741394895192.png,,2025/03/07,臺南市善化區昌隆里東勢寮1~19號,06-5832399
